,Ratings,sentiment,Reviews_fin
4293,1,0,best
3445,1,0,"absolutely, loving, product"
485,1,0,"phone, getting, heat, playing, pubg, game, minute, charging, also, getting, heat, updating, review, writing, double, quote, product, doesnt, give, audio, jack, cable, audio, hence, dont, buy"
513,1,0,"overheated, battery, doesnt, charge"
4062,1,0,good
670,1,0,"still, using, many, year, good, new"
3176,2,0,"loving, phone, beautiful, awesome, battery, life"
4298,1,0,"realy, enjoyed, phone"
75,1,0,"sorry, say, product, received, mark, amazon, trusted, several, year, phone, got, defective, everyone, call, say, neither, audible, echo, sound, st, time, posting, negative, remark, deep, regret"
187,1,0,"battery, health, decreasing, draining, fast, day, come, battery, health"
411,2,0,"awesome, phone, iphone, black, first, io, experience, really, better, exploring, new, feature, every, day, lil, bit, concern, scratch, front, back, tempered, cover, must"
347,1,0,"battery, life, drained, fastly, month, usage, reduces, tried, get, solved, apple, store, didnt, rectified, problemthey, try, push, decison, towards, customer, worst, battery, life"
2617,1,0,device
2275,1,0,woohooo
2181,1,0,"nice, phone, selfie, good"
541,1,0,"one, month, useface, fast, battery, drain, problem"
379,1,0,"look, refurbished, touch, pretty, slow, app, functioning, good, second, phone, easily, say, dont, buy, phone, amazon"
2727,1,0,good
3478,1,0,"bad, delivery, service, amazon, prime, member, although, product, good, got, iphone, expected"
3480,1,0,"bought, phone, day, back, pro, ui, love, apple, user, interfaceit, doesnt, disappoint, eitherperformance, something, one, cant, deny, apple, phone, beast, come, performance, heavy, user, always, apps, running, simultaneously, phone, never, hungimproved, battery, lifethe, battery, life, huge, improvement, iphone, sdual, speaker, make, sound, much, clearcamerait, mp, front, camera, mp, rare, quality, crystal, clear, feature, apple, product, never, disappoints, wellweight, light, weight, easily, portable, update, io, user, experience, much, better, many, new, feature, added, updateconsbattery, life, betterthough, mentioned, improvement, iphone, still, feel, price, range, battery, life, betterfacing, lag, playing, high, end, game, connected, wifithough, may, issue, wifi, somehow, couldnt, rule, outno, headphone, jack, though, apple, provides, converter, connecting, headphone, may, considered, drawback, someoverall, product, really, great, worth, buy, definitely, feel, price, range, reduced, given, oneplus, market, price, come, k"
4098,1,0,good
3461,1,0,"defective, volume, button, opening, box, delivered, never, expected, thing, least, iphone"
1460,1,0,"network, problem"
395,1,0,"fake, product, battery, drain, empty, within, hour, replacement, possible, money, wasted"
4314,1,0,promised
185,1,0,"cant, rate, le, else, rating, would, zero, outdated, phone, useless, support, battery, pathetic, drain, use, connected, network, wifi, apple, support, clueless, issue, amazon, clearly, say, contact, apple, fir, product, support, please, dont, waste, ur, money, useless, product"
3701,1,0,"phone, goodbut, battery, backup, lowbattery, hour, come"
2617,1,0,device
2410,2,0,genion
3534,1,0,"happy, product, facing, issue, didnt, get, good, response, amazon"
3454,1,0,"hello, alli, bought, phone, diwali, offer, felt, worth, price, amazon, compared, online, sale, product, delivered, day, specified, delivery, date, also, dad, loved, phone, color, camera, compared, old, iphone, nevertheless, product, good, condition, brand, new, box, piece, thing, confused, buy, extended, warranty, thanks"
1573,1,0,nice
1791,1,0,"one, year, phone, hanging, like, using, android"
457,1,0,"well, iphone, thats, review, thing, highlight, battery"
4007,1,0,"smart, choice, buy, iphone, better, buy, latest, iphone, go, brand, better, feature, price"
791,1,0,"awesome, phonebut, battery, power, little, lowbest, smartphone, ever, price, rangewith, premium, feelotherwise, oneplust, also, goodbut, yaar, jo, maja, phone, chalane, hai, vo, android, nhi"
3461,1,0,"defective, volume, button, opening, box, delivered, never, expected, thing, least, iphone"
2665,1,0,"good, product"
4450,1,0,"buy, iphone, xr, saving, bit"
723,1,0,"smooth, compare, better, option, dont, find, additional, option, charging, method, good, one, fresh, piece, trust"
2985,1,0,"nice, phonedelivered, right, time"
3731,1,0,"beauty, go"
1469,2,0,"awesome, work, amazon, iphone, iphone"
3443,2,0,"worth, money"
4383,1,0,"good, product, overall, great, sleek, design, faster, sensor, price, point, expected, something, many, gadget, lower, price, feature, year, using, issue, price, issue"
164,1,0,"camera, good, phone, heating, really, quickly, even, closing, apps, background, battery, draining, major, worry, phone, hot, usage, one, app"
961,1,0,"great, phone, received, original, condition"
1885,1,0,good
472,1,0,"received, genuine, product, seller, appario, good, safe, packaging, amazondelivered, right, time"
438,1,0,"battery, life, poor, even, one, day, light, userest, okay"
4242,1,0,"received, phone, good, condition, time, used, sometime, problem, occurred, till, would, recommend"
1873,1,0,"every, thing, good, except, battery, life, poor"
1701,1,0,"amazing, design"
415,1,0,"impeccable, service, amazonin, team, ordered, oct, received, oct, course, product, good, expected, iphone, cheer"
330,2,0,"makingreceiving, call, charging, iphone, get, heated, fast"
3263,1,0,happy
685,1,0,good
1585,1,0,na
265,1,0,"received, clone"
4357,1,0,"superb, happy, buy, iphone, claim, poor, battery, rubbish, last, hour, normal, usage, hour, heavy, usage, fastest, phone"
3619,1,0,"risk, buy, apple, product, amazon, dont, take, riskcoming, phonebattery, poorcamera, averageconvenience, excellent"
6,1,0,"first, one, would, want, know, product, genuine, refurbished, coz, amazon, big, sale, got, kbefore, unboxing, checked, apple, website, online, check, serial, emei, detailsand, genuine, new, handsetphone, working, greatdelivery, also, quick, day"
121,1,0,"high, volume, call, voice, speaker, low, audible, seems, iphone, faulty"
3585,1,0,"day, purchased, amazon, sale, device, stopped, working, sudden, neither, fell, fell, water, device, sent, faulty, one, dont, expect, amazon, sell, faulty, device, sale, bad, customer, service, degrading, quality"
3930,1,0,"sure, apple, new, iphone, iphone, plus, amazing, theyre, fast, cool, new, camera, theyre, available, sleek, jet, black, finish, theyre, even, waterresistant, play, pokmon, go, rain, theyre, perfect, shell, new, phone, sure, consider, thing, arent, quite, perfect, apple, latest, model, headphone, jack, knew, coming, still, come, something, shock, venerable, headphone, jack, gone, apple, including, set, earbuds, work, iphone, lightning, port, well, dongle, let, connect, existing, headphone, phone, company, really, want, switch, wireless, headphone, something, emphasized, repeatedly, iphone, launch, event, want, charge, phone, also, wearing, headphone, thats, option, lead, u, airpods, arent, included, apple, new, wireless, earbuds, look, awesome, theyll, work, siri, apple, watch, automatically, pair, apple, device, icloud, theyre, wont, available, late, october, sure, lose, dongle, duallens, camera, available, apple, boast, new, duallens, camera, best, market, real, zoom, lens, ability, sort, slick, depthoffield, trick, may, indeed, smoke, smartphone, camera, bad, available, iphone, opt, smaller, le, expensive, iphone, still, get, camera, beat, one, iphone, thanks, better, lens, image, stabilization, best, market, going, get, scratched, cult, mac, point, apple, warned, new, cool, jet, black, paint, job, susceptible, fine, microabrasions, color, really, matter, since, youll, need, buy, new, case, sure, despite, new, color, iphone, look, almost, identical, model, replaces, look, deceiving, dimension, iphone, indeed, nearly, identical, last, year, model, new, camera, mean, camera, cutout, many, older, case, wont, fit, right, instead, headphone, cutout, bottom, youll, need, case, dual, speaker, cutout, iphone, new, stereo, speaker, bottom, line, prepared, spluge, new, case, go, new, phone, waterproof, may, see, reference, iphone, waterproof, apple, refers, splash, water, dust, resistant, warns, resistance, level, could, decrease, result, normal, wear, company, also, warns, phone, warranty, doesnt, cover, liquid, damage, may, want, avoid, temptation, take, new, iphone, shower, iphone, youre, fan, thats, great, youre, one, million, android, owner, globally, android, market, share, much, bigger, apple, io, another, opportunity, point, much, better, favorite, platform, android, phone, dont, share, problem"
608,1,0,"switch, iphone, dream, come, true, look, awsmand, affordable, price, really, luv, thanks, amazon"
2053,1,0,best
1837,1,0,"phone, bad, dont, recommend, phone, please, dont, buy, friend, plz, plz, plz"
3576,1,0,"priced, r, get, time, better, android, phone, price, le"
3595,1,0,"day, bought, phone, piece, defective, battery, last, hour, horrible, support, amazon, option, getting, replacement, refund"
179,2,0,"first, apple, mobile, used, nice, product, never, felt, like, buying, apple, mobile, product, apple, mobile, look, feel, good, saw, apple, felt, like, buying, product, without, seeing, feature, product, bit, costly, goodpicture, quality, good, sound, quality, good, touch, smooth, siri, feature, awesome, tooo, fast, fetching, detailsthe, dislike, apple, buy, apps, bit, costly"
397,1,0,"use, iphone, get, know, phone, best, seller, even, year"
681,1,0,"display, duplicate, visited, apple, store, exchange, iphone, said, display, duplicate"
395,1,0,"fake, product, battery, drain, empty, within, hour, replacement, possible, money, wasted"
4152,1,0,"excellent, product"
818,1,0,"great, mobile, security"
350,1,0,"using, day, first, time, user, still, dont, understand, people, obsessed, iphone, nothing, special, battery, backup, really, poor, done, mistake, spending, much, money, anyone, planning, buy, device, would, like, say, restrain, taking, decision, go, android, far, better"
329,1,0,"manual, paper, guide, missing, along, pin, help, inserting, sim, missingcan, someone, help"
1718,1,0,"simply, awesome, product, yarrrrrrrr, look, beautiful, smooth, performance, premium, look, apple, always, great, level, design"
661,1,0,"used, phone, six, month, battery, last, even, four, hour, money, wasted, costly, phone"
4252,1,0,"got, great, pricewe, know, price, iphone, drop, make, shelf, great, price, amazon, sale"
2054,1,0,"nice, product"
4296,1,0,"best, product"
2207,1,0,good
983,1,0,"long, lastingbattery, poor, always"
3581,1,0,"phone, work, properly, hang, every, min"
987,1,0,"battery, backup, poor, take, longer, time, get, full, charged, old, samsung, phone"
4090,1,0,bad
415,1,0,"impeccable, service, amazonin, team, ordered, oct, received, oct, course, product, good, expected, iphone, cheer"
3549,1,0,"phone, get, heated, watching, vedio, half, hour, seems, like, duplicate, product, dont, buy, anything, seller"
4199,1,0,"nice, phone, camera, quality, best"
3039,1,0,"yet, open, gift, gifting, husband, birthday, st"
706,1,0,"battery, life, hour, using, phone"
824,1,0,good
197,1,0,"absolutely, happy, purchase, year, faced, single, issue, product, touchwood, even, writing, review, phone, feel, happy, switch, android, io"
3272,1,0,tooooooooolate
347,1,0,"battery, life, drained, fastly, month, usage, reduces, tried, get, solved, apple, store, didnt, rectified, problemthey, try, push, decison, towards, customer, worst, battery, life"
263,1,0,"best, dont, expect, much, camera, qualityfront, camera, weaker, upto, mark, low, light, photography, good"
4400,1,0,"im, planning, buy, iphone, seeing, exchange, price, ive, changed, mind, ive, recently, bought, phone, moto, g, plus, k, month, back, guy, showing, exchange, price, around, r, lol, seriously, kidding, never, gonna, buy, sure"
247,1,0,"good, battery, draining, fast"
1429,1,0,good
1393,1,0,"battery, life, poor"
1237,1,0,"happy, product"
2545,1,0,"awsm, phone"
973,1,0,"got, defective, iphoneheadphone, port, defectiveand, replace, repair, phone, need, go, long, procedure"
4026,1,0,"would, loved, lower, price, regular, apple, product, user"
1909,1,0,bad
818,1,0,"great, mobile, security"
3818,1,0,"le, storage"
217,1,0,"bought, little, fearfully, since, new, going, great, year, camera, quality, deteriorate, could, software, update"
1160,1,0,"phone, working, yesterday, could, phone, like, iphone, non, working, position, without, completing, year, alao"
4086,1,0,security
2596,1,0,"feel, nice"
571,1,0,"expected, delivery, way, fast, phone, battery, issue, since, installed, lot, apps, overall, good, bought, phone, testing, purpose"
489,1,0,"camera, upto, mark, battery, drain, fast, playing, game, nice"
538,1,0,"perfect, iphone, budget, price, reduced, lot, compared, year, ago, go, second, thought"
1235,2,0,"battery, getting, heated, charging, expected, much, heat, iphone"
2918,1,0,"phone, heating, excessively, switch, location, seems, phone, blast, happy, apple, iphone, dont, know, whose, fault, amazon, apple, unfortunately, lost, money"
198,2,0,"battery, drain, quickly, phone, get, heated, even, moderate, use, build, wuality, good, camera, good, overall, performance, key, problem, heating, slow, charging, quick, draining, battery"
3239,1,0,"good, phone"
2689,1,0,
1825,1,0,"getting, hot, month"
1813,1,0,awesome
2866,1,0,"nice, mobile, io, update, started, hang, performance, slow, battery, life, also, good, use, hr, need, charger, overall, good, costly, product, value, money, writing, review, one, year, use, yes, water, proof, splashed, water, speaker, doesnt, work, make, sure, water, removed, leave, min, clear, sound, product, good, value, money, k, added, price, nothing"
530,1,0,"phone, battery, poor, condition, one, hour, backup"
650,1,0,"battery, problemdischarging, hoursi, ha, e, samsung, battery, last, long, hour, using, phone, always, internet, callsdont, buy, apple, phone"
937,1,0,"value, money"
4027,1,0,"nice, phone, deliverd, time, acutal, phone, deliverd, brick, rin, bar"
315,1,0,"battery, drain, fast, phone, heat, diagnostics, run, service, centre, company, show, battery, fine, fact, problematic, charge, phone, time, day, useless, product"
3872,1,0,"apple, cheating, phone, rain, minute, say, water, resistant, minute, rain, agained, open, phone, completely, hanging, last, visited, cre, told, phone, replace, rupee"
613,1,0,"nice, phone, working, super, thank, amazon, fast, delivery"
2,1,0,"redmi, phone, camera, great, course, iphone, better, redmi, phone, get, iphone, justifiable, difference, price, well, absolutely, yesiphone, camera, better, much, better, comparing, like, comparing, alto, bmw, yes, wheel, ac, run, kmph, know, differencethe, high, price, iphone, justified, sheer, brilliance, camera, sure, mp, clarity, mysure, battery, compared, redmi, last, longer, redmii, know, comparing, low, budget, phone, premium, one, many, people, one, able, see, reason, behind, steep, price, iphonei, using, macbook, year, since, work, depends, need, phone, necessity, like, laptop, calling, taking, pic, occasionally, slr, photographybut, wrong, iphone, iphone, use, turning, backmy, last, iphone, since, love, buying, phone, every, month, shifted, android, redmi, samsung, honor, satiate, hunger, new, phone, phone, superb, doubt, use, iphone, know, difference, phone, iphone, got, much, bigger, cameraand, feature, like, airdrop, pic, transferred, phone, macbook, within, second, good, using, iphone, macbookbottom, line, iphone, jumped, big, leap, almost, similar, x, double, price, probably, thing, taken, account, iphone, best, value, money, among, phone, india"
2433,1,0,"received, differen, colour"
4296,1,0,"best, product"
1417,1,0,"pls, dont, go, iphone, signal, reception, pathetic, lagging, high"
3508,1,0,"owsome, iphone, got, today, know, apple, apple, dont, need, say, something"
1309,1,0,"nice, product"
3481,1,0,"using, iphone, since, last, month, much, proud, giving, personal, review, itno, issue, except, minor, lag, heat, isseues, charging, playing, game, universal, phone, back, camera, quality, good, instead, flagship, front, camera, acceptablespeaker, top, markcomfortable, handgood, standby, time, battery, drain, quickly, playing, gamesgood, software, presentationfrequent, update, security, minor, bug, fixesyou, may, require, screen, protectorgood, call, qualityyou, cant, simultaneously, charge, phone, use, headphone, lack, headphone, jackaccurate, fast, fingerprint, sensor, lack, face, unlocking, systemscreen, clearly, visible, sunlight, sometimes, irritable, read, font, due, small, screenyou, want, iphone, coming, suggest, iphone, value, money, ie, exactly, function, iphone, except, wireless, charging, ai, gimmickmatte, black, rock"
4333,1,0,"awesome, word, explain, feeling, super, fast, charging, superb, battery, backup, usual"
1862,1,0,worth
1897,1,0,"feeling, bad"
774,1,0,"love, iphone"
164,1,0,"camera, good, phone, heating, really, quickly, even, closing, apps, background, battery, draining, major, worry, phone, hot, usage, one, app"
2639,1,0,"good, product"
839,1,0,"great, product, using, since, last, year, issue"
284,1,0,"yesterday, phone, getting, heating, much, switch, automatically, min, show, battery, discharge, however, already, charged, phone, charge, phone, battery, also, discharging, quickly"
4411,1,0,nice
1709,2,0,"battery, life, good, heavy, user, lite, heating, problem, use, heavily"
1359,1,0,nice
4410,1,0,"outstanding, phone, outstanding, feature, genuine, product, best, phone, buy, k, get, recommended, deal, httpamzntondjkvw"
30,1,0,"apple, customer, enjoying, ipod, macthis, time, took, decision, buy, st, apple, phonebut, totally, disappointed, poor, battery, performanceeventhough, competing, three, year, old, samsung, phoneafter, st, week, audio, volume, phone, call, pretty, low, audible, unless, speakerphone, ear, phonefeeling, lot, heat, call, battery, draining, like, rocket, hotspot, sharing, battery, level, draining, fast, tried, factory, reset, software, update, background, apps, pause, power, save, mode, mobile, data, offbut, improvement, battery, performancefinally, th, day, decided, return, back, product, amazon, unfortunately, option, allowed, radio, button, allowed, place, requesttried, reach, customer, care, failed, reach, themas, lost, resort, tired, reach, apple, customer, care, indianbangalore, number, responseanother, time, call, connected, australian, call, center, per, minute, r, chargebefore, reaching, executive, call, disconnected, huge, billfinally, placed, call, back, request, apple, customer, carean, executive, called, singapore, center, convinced, message, covid, day, may, support, service, centerschennai, guided, send, analytics, report, forward, surprise, confirmed, issue, phonehe, sent, basic, faq, iphone, battery, optimization, useful, issuenow, sad, part, carrying, phone, charger, mostly, charge, per, day, minimal, callswhatsup, usagethe, worst, part, even, though, standby, mode, also, battery, draining, fastfinally, need, check, airplane, mode, pack, boxi, strongly, believe, iphone, bug, battery, management"
481,1,0,"mobile, gamers, cannot, watch, video, long, time, drain, battery, quickly, showcase, piece, minimal, use"
827,2,0,"battery, problem"
3179,1,0,"pathetic, camera, quality, click, low, quality, pic, low, light, issue, something, wrong, handset"
426,1,0,"battery, good"
250,1,0,"everything, amazing, except, battery, exhaust, hour, charged, according, size, price, good, deal, always, recommend, apple, product, good, software, durability, look, handy, run, butter, smooth, looking, affordable, apple, device, go"
1612,2,0,"required, bill, phone"
583,1,0,"battery, heating, much, even, replacing, phone, option, return, refund"
3918,1,0,super
3590,1,0,"dont, buy, phone, battery, life, worst, iphone"
3249,2,0,"front, camera, upto, mark"
81,1,0,"got, phone, day, premium, quality, phone, long, run, heating, issue, high, phone, lot, compared, build, quality, good, charged, stopped, working, day, itselfoverall, worth, kapple, support, also, satisfactory, suggest, go, android, option, max, wanna, spend, kkoverall, satisfied, phone, expected, decent, phone, multiple, issue, making, average"
782,2,0,"worth, cost, phone, really, good, fingerprint, reader, camera, wort, money"
142,1,0,"amazing, product, compared, phone, phone, stand, similar, specification, phone, described, seller, hence, need, repeat, spec, water, resist, good, thing, always, desirable, feature"
574,1,0,"browser, support, html, video, device, structure, may, damage, dont, buy, iphone, amazon"
358,1,0,"one, favourite, mobile, got, diwali, work, good, worthy, product, price, happy, thatbut, think, delivery, tha, product, late, force, demanded, day, fully, finally, night, giventhe, packaging, phone, without, safety, put, normal, box, tat, really, unexpected"
3433,2,0,superb
1941,1,0,"battery, performance, poormobile, sometime, work, second"
1573,1,0,nice
2882,2,0,"guy, big, problem, iphone, yellowish, screen, problem, many, user, checked, google, mine, yellowish, screen, bad, camera, due, however, phone, gr, amazon, please, help, ke"
406,1,0,"built, quality, awesome, original, productgot, verified, apple, sitecamera, quality, amazing, good, daylightno, laggingscreen, nice"
2427,1,0,"perfect, excellent, phone"
1877,1,0,"got, still, new"
1359,1,0,nice
4357,1,0,"superb, happy, buy, iphone, claim, poor, battery, rubbish, last, hour, normal, usage, hour, heavy, usage, fastest, phone"
4334,1,0,"lol, even, sold, k, new, se, gb, eh, wonder, many, bright, mind, gonna, buy"
1081,1,0,"poor, thing, phone"
1861,1,0,"earphone, good, doesnt, define, apple"
1354,1,0,"bad, phone"
1798,1,0,like
2266,2,0,"weak, fingerprint, reader"
812,1,0,"nice, product, priced"
4136,2,0,"perfect, product, iphone, lover"
198,2,0,"battery, drain, quickly, phone, get, heated, even, moderate, use, build, wuality, good, camera, good, overall, performance, key, problem, heating, slow, charging, quick, draining, battery"
1321,1,0,"dear, sir, madammy, phone, workingplease, help"
697,1,0,liked
2775,1,0,nice
361,1,0,"best, segment, beast, performance, though, almost, year, since, release, drawback, doesnt, portrait, mode, thats, completely, fine, ddisplaybuild, quality, awesome"
3176,2,0,"loving, phone, beautiful, awesome, battery, life"
577,1,0,"iphonedream, mobile, everyone, always, beat, expectation"
2149,1,0,"best, always, second, phone, rocking"
1359,1,0,nice
789,2,0,"purchased, phone, headphone, working"
424,1,0,"day, finger, print, reader, sounding, weird, sound, battery, life, v, poor, cant, even, use, fr, half, day, even, tho, u, charged, fr, disapponted"
2001,1,0,"best, range, ideal, development"
3099,1,0,"amazinggot, iphone, gold, gb, month, agoits, flawless, good, deal"
3737,1,0,"thats, god, iphone"
833,1,0,"handy, smooth, use"
2665,1,0,"good, product"
113,1,0,"mobile, phone, become, sort, device, many, u, cant, live, without, one, people, would, suggest, purchase, phone, review, written, using, phone, monthsit, old, bionic, chipset, get, light, moderate, usage, come, performanceintensive, task, youre, left, dry, single, megapixel, camera, back, click, decent, great, photo, front, camera, provides, decent, performance, welllit, condition, gb, internal, storage, run, month, youll, either, backup, data, different, device, buy, icloud, storagei, wouldnt, suggest, latter, option, trick, get, apple, ecosystem, phone, powered, mah, battery, last, hour, max, use, menial, task, browsing, internet, checking, email, intend, purchase, phone, would, suggest, also, investing, good, power, bankit, come, io, box, expect, software, support, apple, next, year, time, theyll, probably, stop, supporting, iphone, altogether, come, inch, ip, lcd, screen, phone, form, factor, compact, easily, fit, hand, rear, camera, well, daylight, condition, finish, phone, look, beautifulso, youre, mobile, user, us, phone, lightly, want, compact, goodlooking, phone, probably, supported, maximum, year, illusional, optimism, best, decent, great, camera, price, range, phone, looking, said, still, wouldnt, suggest, phone, barely, provides, apple, experience, people, buy, iphone, often, youre, left, feeling, desperation, iphone, quite"
805,1,0,"battery, good"
97,1,0,"year, still, working, fine, battery, backup, bit, low, due, smaller, battery, size, still, set, brightness, use, normally, last, throughout, day, reason, still, using, perfect, size, touch, id, shame, apple, got, rid, touch, id"
3362,1,0,"great, phone, awesome, experience"
3737,1,0,"thats, god, iphone"
133,1,0,"new, phone, battery, health, showing, one, year, old, phone, showing, getting, hot, using, mobile, data, hot, checking, hardware, small, screw, charging, pot, seems, open, black, paint, screw, surrounding, cracked, strongly, feel, battery, replaced, done, distributor, given, complaint, apple, due, lock, shop, open"
290,1,0,"good, phone, regret, buying, high, cost, one, year, back, behaving, well"
849,2,0,"battery, doesnt, last, hr"
290,1,0,"good, phone, regret, buying, high, cost, one, year, back, behaving, well"
346,1,0,"awsm, productgot, good, price, k, amazon, diwali, shoppingfast, deliverysatisfied, product, performance"
3985,1,0,"six, month, battery, dy, fast, please, dont, buy, product"
81,1,0,"got, phone, day, premium, quality, phone, long, run, heating, issue, high, phone, lot, compared, build, quality, good, charged, stopped, working, day, itselfoverall, worth, kapple, support, also, satisfactory, suggest, go, android, option, max, wanna, spend, kkoverall, satisfied, phone, expected, decent, phone, multiple, issue, making, average"
1021,1,0,"phone, fine, phone, charge, stopped, working, day, sure, get, replaced"
1532,1,0,"battery, life, suck"
205,1,0,"mobile, performance, good, battery, wettest, lowest, capacity, batterycamera, also, lowest, camera, quality, expasally, front, camera, le, ofter, brought, mobile, within, month, power, adapter, working, finally, month, experience, iphone, performance, good, doubt, battery, backup, charging, accessory, give, negative, feedback"
4243,1,0,"excellent, phone, apple, signature, symbol, back, pronounced, hue, could, appealing"
827,2,0,"battery, problem"
3108,1,0,"pduduct, manufacturing, defect, display, white, dot, booting, device"
4348,2,0,"second, thought"
316,1,0,"within, day, phone, dead, dont, buy, seller, worst, product"
560,1,0,"like, better, newer, iphones, easily"
250,1,0,"everything, amazing, except, battery, exhaust, hour, charged, according, size, price, good, deal, always, recommend, apple, product, good, software, durability, look, handy, run, butter, smooth, looking, affordable, apple, device, go"
865,1,0,good
1473,1,0,good
1678,2,0,"sold, max, retail, price"
727,2,0,"getting, heated, getting, hang, faulty, piece"
526,2,0,"iphone, almost, good, attractive, really, dislike, phone, battery, fast, go, charge, phone, time"
485,1,0,"phone, getting, heat, playing, pubg, game, minute, charging, also, getting, heat, updating, review, writing, double, quote, product, doesnt, give, audio, jack, cable, audio, hence, dont, buy"
3490,1,0,"loved, excellent, packing, time, delivery, complaint, iphone"
3397,1,0,"good, product, within, day, buying, amazon, reduced, price, deserve, case, back"
187,1,0,"battery, health, decreasing, draining, fast, day, come, battery, health"
160,1,0,"got, defective, try, return, allowed, amazon, said, need, go, apple, store, worst, experience, ever"
781,1,0,"phone, battery, draining, fastwe, want, replacement"
4106,1,0,"badlightning, connector, missingamazon, give, solution"
1541,1,0,"please, dont, buy, iphone, amazonits, worst, product"
3981,1,0,"phone, amazing, excluding, battery, life, poor, battery, life, good, service, amazon"
608,1,0,"switch, iphone, dream, come, true, look, awsmand, affordable, price, really, luv, thanks, amazon"
247,1,0,"good, battery, draining, fast"
2581,1,0,nice
739,2,0,"working, fine, wonder, seal, phone, box, hope, used"
124,1,0,"happy, product, doesnt, seem, genuine, battery, doesnt, last, even, hour, charging, get, heated, charging, using, application, worst, hang, sometimes, never, experienced, apple, product, using, year, also, replacement, return, policy, amazon, suck, day, earlier, amazon, used, customer, friendly, worst, ordered, black, colour, find, surprising, huge, difference, price, colour, baffling, difference, k, colour, justified, feel, second, phone, returned, eventually, different, quality, black, colour, colour"
3538,2,0,"plz, dont, buy, product, purchase, month, mobile, going, overheating, much, go, care, tell, normally, delete, apps, free, problem, well, satisfied, iphone, care, waste, money"
2569,1,0,"awesome, product"
18,1,0,"everything, awesome, come, iphone, surely, love, day, usesthanks, amazon, service, phone, nice, cool, fingerprint, work, fast, finealso, display, cool, sound, clarity, excellent, phone, slim, processor, fast, nice, performance, gaming, compare, android, phone, superbcons, however, lag, behind, successor, faceidgo, iphone, x, higher"
47,1,0,"received, model, manufactured, nov, year, old, completely, discharged, mean, product, lying, unused, year, phone, issue, touch, responsive, lot, time, obvious, electronic, item, remains, unused, long, time, amazon, refusing, accept, return, provide, form, support, issue, expected, make, round, apple, service, center, spend, hour, chatting, support, team, brand, new, phone, paid, full, price, per, amazon, policy, mentioned, hidden, tab, amazon, returnreplace, unless, receive, wrong, product, essence, purchase, entire, point, purchasing, online, assurance, product, replaced, unlikely, scenario, assurance, taken, away, buying, online, make, sense, considering, dont, even, get, physically, see, product, purchasing, request, reader, purchase, product, amazon, appario, policy, clearly, mentioned, product, page, support, provided, genuine, case, experience, trust, amazon, gotten, seriously, impacted, request, buyer, doubly, sure, placing, trust, amazon, expensive, product"
1177,1,0,excellent
1048,2,0,"liked, look, phone, great, feature, totally, worth, price"
3036,1,0,"prompt, delivery, excellent, phone"
2103,1,0,"headphone, jack, adaptor, missing, box"
54,1,0,"nice, producthowever, earpiece, volume, little, bit, concern, time, repent, wasted, k, phonealso, abolition, mm, jack, also, annoying, u, plug, plug, digital, analog, converter, missed, ur, original, earphone, last, month, wire, cutting, problem, jack, also, tangle, much, u, need, minute, solve, puzzle, listening, musicgood, product, specially, camera, ultimate, far, far, better, others, mp, mp"
3777,1,0,"gr, phone, click, link, get, k, discount, httpamzntorzsfl"
4431,1,0,"used, edge, bought, iphone, local, dealeri, impressed, audio, quality, heard, samsung, put, lucky, chip, audio, improved, sound, wearing, headfones, much, better, safter, listening, music, iphone, found, outclassed, samsung, flagship, model, especially, listening, music, iphone, speakersworldif, picture, colour, accuracy, u, like, iphone, one"
3287,1,0,"totally, satisfied"
603,2,0,"superb, product"
1862,1,0,worth
1887,1,0,"iphone, quality, performance, top, notch"
608,1,0,"switch, iphone, dream, come, true, look, awsmand, affordable, price, really, luv, thanks, amazon"
497,1,0,"using, phone, past, two, half, year, quality, phone, incomparable, camera, quality, match, another, mobile, phone, market, issue, find, battery, life, couldnt, better"
4437,1,0,"happy, product, reached, delivery, period, work, fine, smooth, proud, iphone, owner"
2161,1,0,"great, product, good, service"
3851,2,0,comment
86,1,0,"shouldnt, ignored, star, review, everything, happened, like, review, phone, heat, easily, started, still, since, amazon, techniciancelebrities, come, see, many, day, go, back, something, godknowswhen, money, refunded, lesson"
4300,1,0,awesome
964,1,0,"liked, product"
382,1,0,"got, old, product, defective, display, model, old, defect, seems, might, visit, service, centre, buy, product"
525,1,0,"hiplease, help, getting, closed, phone, getting, putting, chargeras, checked, adapter, lighting, cable, idle"
2785,1,0,"good, quality, product"
4300,1,0,awesome
2242,1,0,"speaker, problem, worst, product"
4326,1,0,"got, phone, day, phone, review, think, phone, need, review, earlier, usine, huge, difference, osam, got, r, exchange, deewali, offer, original, price, thanks, amazon"
3060,1,0,"fake, product, used, product"
4303,1,0,"awesome, smartphone, caption, neededhappy, amazon"
213,1,0,"really, liked, product, awesomely, fast, smooth, use, look, awesome, feel, premium, hand, phone, slip, u, sweaty, hand, make, sure, u, get, good, cover, mostly, use, power, saving, checking, exactly, get, awesome, battery, life"
3436,1,0,"iphone, bill, box"
716,1,0,"thing, need, smartphone, great, performance, io, camera, great, nice, stereo, speaker, home, button, still, feel, good, nothing, fancy, useful"
3299,1,0,"nice, phone"
1169,1,0,"delivered, time, perfectly, fine, issue"
