,Customer_name,Reviewed_date,Ratings,Reviews,Review_title
3889,jaywant,29 October 2018,1.0 out of 5 stars,  If i purchase threw hdfc card nd 6 mon emi optionThn 10 percent cash back is there..,
3890,sarah.,17 October 2017,4.0 out of 5 stars,  I phone 7...... bad phone its hanging then asking restart....,
3891,Amazon Customer,6 February 2017,4.0 out of 5 stars,"  Update: After following the sheep race of having Brand (Oh sorry the Logo)Probably the worst Hyped Phone Brand.Cons-1.) You cant connect to your Pc/Laptop and view its content (any file) directly you require Itunes which requires sync all the time - Even for adding one song it will sync the entire library to sync, absolutely rubbish, technology should be friendly not time consuming.2) Even if you transfer photos from Pc/Laptop to iphone it cant be deleted through your phone, it needs to be deleted from your pc and then synced (Just think about the stupidity-belive it or not try it yourself). Phone storage becomes an issue. You even cant think of transferring through 2 itunes eg: in work area you have laptop and home is another- it wont sync , it will only accpet one itunes - for the other one you need to replace the data & sync again. (Dumbness)3) Battery - Should be given negative, it says its optimized but again personal Experience - if you are just reading or viewing daily news content for just 10-15mins by that itself you will loose power, it will indicate it 100% & as it goes idle it will show 20% decrease ( Thinking i have a faulty device - Try, buy then understand and regret it).There are better products to choose from , cheaper ones are 100 times more better",
3892,Amazon Customer,18 July 2017,3.0 out of 5 stars,  Pathetic,
3893,Amazon Customer,25 March 2017,5.0 out of 5 stars,"  GOOD:+ water resistant - this is a huge improvement for me!+increased speed is noticeable w Siri.+the capacity is amazing! I can keep movies, videos, books, photos, music etc without having to store on iCloud or the like (which usually involves a monthly fee).+ decent size (same as iPhone 6S) while remaining portable and although not as big as the 7 Plus, it can still fit in pocket.+Widget feature (swiping to right at home screen) has been improved and now allows editing. You can add or delete features which can be key for privacy and being able to customize is always a good thing.+has lots of added fun features in iMessage (not sure if its the updated software or strictly iPhone 7) like memes, automatic replies and being able to write w your fingertip.+camera takes much better pics (increased the megapixels and the difference is noticeable) and it has 5X zoom capability.+has the fingerprint option for quicker access after you enter your 6 digit pass code to begin.+even slimmer than the iPhone 6 but still able to stand up against something for convenient viewing.+speaker upgrade as it now provides stereo (not up to audiophile standards but still).BAD:- no headphone jack!! but box includes dongle (see photo) which inserts into charging port and provides headphone jack - I have a bet with myself on how long it will take to lose. I know wireless headphones are the future but happy with my old faithful headphones.-the home button is not as well defined. Its gonna take longer than 24 hrs to get used to as it takes me a few tries to activate the home button. It requires the right amount of pressure and despite offering three different options, not easy. The guys at the Apple Store need to stop showing off - on the bright side, I'm thinking it's a learning curve thing and continued use should take care of this issue.",
3894,Sanal,3 September 2017,5.0 out of 5 stars,  I was planning to buy iphone 7 gold but after readind the review i wont make this mistake😏,
3895,Yuvraj,12 September 2017,5.0 out of 5 stars,"  I bought I phone 7 from Reliance Digital and I must say I am very disappointed with the product and its after sales service as the phone has some serious heating issues specially if you are multitasking, such as charging and connecting to hotspot at the same time.I bought this issue to Apple care and Reliance Digital guys notice, but no body is accepting that it is an issue after keeping my phone with them for more then a month. Even there are lags while operating the phone. After investing almost 60 K if this is the kind of experience you get out of your purchase its very sad and sickening. Looks like I phone 7 got some issues but manufacturers are trying to hide to keep their success story running. DO NOT GO FOR IT.",
3896,Vishal R.,10 October 2017,5.0 out of 5 stars,  Pathetic,
3897,Amazon Customer,23 June 2017,5.0 out of 5 stars,  Not up the mark... DisappointedAfter spending this much money I HV too face several issues.One should buy I phone from apple store only.,
3898,Amazon Customer,23 February 2017,5.0 out of 5 stars,  Very nice product thanks for Amazon,
3899,Amazon Customer,12 October 2017,5.0 out of 5 stars,  Thanks for gift Amazon this iPhone is so good and his clarity also thank so much,
3900,Bharath Kumar,7 March 2019,5.0 out of 5 stars,,
3901,jaywant,29 October 2018,1.0 out of 5 stars,  My friend order it. But when he opens it there is soap in the box,
3902,Amazon Customer,4 November 2017,5.0 out of 5 stars,  Not much better features! Ram and mostly cam quality sam as iPhone 6s .  And making it with no Jack . Will directly consume more battery than if had 3.5 mm jack..coz of Bluetooth,
3903,Hemant Kumar,3 December 2017,3.0 out of 5 stars,  😁,
3904,Priyanka,3 June 2018,1.0 out of 5 stars,  Very good phoneMet all my expectations.,
3905,Sarfaraz S,24 October 2017,5.0 out of 5 stars,"Apple iPhone 7 (Black, 32GB)

   Very little new changes has been added to it compared to the iPhone 6 series. The iPhone 7 is water proof and the battery capacity has been increased to 1960 mAh from 1715 mAh in iPhone 6S, which gives improved charging capability of up to 2 hours. The display remain the same with Apple’s old IPS LCD Technology since it’s  not a AMOLED screen yet so ghosting can still be issues while running some fast animations. Camera of iPhone 7 has been bumped up to 12 megapixel of primary camera and 7 megapixel of secondary camera for selfies. Also the audio jack of the both 7 and 7 Plus has been removed and only lightning port connection is there. However if you opt for apple's own air pods then it gives much better audio experience than the iPhone 6 itself because it is wireless and communicate seamlessly with Apple’s Virtual Assistant Siri for audio control. Air pods also comes in its charging case with also enables it to pair with Bluetooth devices. The thickness and other dimensions of the phone are same as that of previous 6S but now it feels more comfortable in hands. The Home button has also changed to solid state button which gives quiet good surficial control. iPhone 7 and iPhone 7 Plus comes in limited color that is Jet Black, Silver and Rose Gold.Some of the pros and cons of the iPhone 7 and iPhone 7 Plus are as follows.Pros of the Device is• It has water proof body That the previous iPhone version didn’t had• Enhanced Camera Megapixels with Optical Image Stabilization. For Better Quality Photos and Videos• Increased Battery Capacity. That enables to charge battery faster and also use for longer time.Now Cons of iPhone 7 is• No microSD slot is provided for memory expansion• Its own USB Connector is present.That is lightning cable is used for both charging and audio• Primary Camera is slightly bulged out.Giving a slightly more project at camera than previous 6S So keeping all this mind iPhone 7 and iPhone 7 Plus is certainly the premium end smartphones for this price and as it always had been. But the price is not that much high and in fact same as that of iPhone 6S and there are new innovative changes also added. So iPhone 7 and iPhone 7 Plus is definitely the smartphones to go for and existing iPhone users can also upgrade their smartphones as new iPhone 7 is offering new end features with very little extra cost.To watch the review video of this product visit my profile page, check the from the YouTube channel link and enter the product name in the channel page search icon to get the product review video.",
3906,sourav banerjee,24 September 2017,4.0 out of 5 stars,  Excellent!! Best phone ever,
3907,nidhin.p.p,29 October 2017,5.0 out of 5 stars,  Fake product dont buy it,
3908,Shubham,23 September 2017,5.0 out of 5 stars,  Great product!,
3909,Mayur bothra,25 July 2017,5.0 out of 5 stars,  Nice,
3910,Naveed Shaikh,25 September 2017,5.0 out of 5 stars,  Original product Nahi,
3911,Amazon Customer,20 April 2017,3.0 out of 5 stars,  The king of smartphone,
3912,Bharath Kumar,7 March 2019,5.0 out of 5 stars,"  You may think the iPhone 7 is 3-4 years and old and not worth it. But for this price of Rs 25000 you can't go wrong as there are a bunch of features that Apple gives you that shall make you appreciate this phone. Lets talk of them one by one.a) Build Quality - Clean, timeless, good looking, stable to holdb) Screen - Good resolution for most apps and videos.c) iOS - Functions smoothly. You will however see a hit in the battery.d) Battery - Though its not as good as the bigger phones, expect 4 hours screen on time on average with good standby time.Overall - when the iPhone 7 came out it cost about 60,000 in the market so a few years later you are getting a phone that used to be of that value in just 25,000...this is a good primary phone and a great secondary phone. If this is your first apple, please get it!touchid is reliable, cameras are clean and sharp, excellent support with existing macbook users and good multimedia experience makes this a safe, reliable, not expensive bet.",
3913,jaywant,29 October 2018,1.0 out of 5 stars,"  iphone7 is not water resistant and its home button stop working just in 1month. Now to fix the issue Apple is asking me Rs. 30000 to pay. Apple is saying that iphone7 is water resistant, but if anything wrong will happen because of water then apple is not responsible for it. ""Water Resistant is not covered in Warranty.""[...][...][...]",
3914,Hiten,18 July 2017,5.0 out of 5 stars,  5 ⭐️,
3915,Anil,29 October 2018,1.0 out of 5 stars,  Very poor !! Not expected! Planned to return.,
3916,Ritika,16 October 2017,5.0 out of 5 stars,  Sexiest phone ever !,
3917,Amazon Customer,4 August 2017,3.0 out of 5 stars,  Is their any off in it,
3918,Amazon Customer,2 July 2017,5.0 out of 5 stars,  Great phone,
3919,Amazon Customer,17 May 2017,5.0 out of 5 stars,  No iphone soap in box. Fraud happen,
3920,Abhishek Verma,17 September 2017,4.0 out of 5 stars,"  Guys, This is one of best phone in the market. I definitely recommend this phone. Go for it. You will never outdated for at least couple of years.There is Generally two category of people those who like phone and other one is who like Iphone.This is one of flagship phone by Apple. It was launched in Last Year September and still one of the greatest phone every made by Apple.It is not like I am praising Apple here. But here I am talking about commitment of Apple towards its Customer. Apple is the one the customer who set trends for other companies. For eg. TouchId was introduced by Apple and other phone follows the same. Later on it introduced dual camera mechanism and now a days even range phones having dual camera setup.I am waiting for Iphone 8 and let see now this time what Apple will do. A big thumps up for Apple.",
3921,Jayendrasinh,7 November 2017,1.0 out of 5 stars,,
3922,Hitesh Singh,22 September 2017,5.0 out of 5 stars,  Excellent,
3923,Amazon Customer,24 October 2017,5.0 out of 5 stars,  Paytm only at 40000.,
3924,Bharath Kumar,7 March 2019,5.0 out of 5 stars,  Y warranty not cover by service center,
3925,jaywant,29 October 2018,1.0 out of 5 stars,  Super,
3926,Happy Customer,23 September 2017,5.0 out of 5 stars,  Very happy with the delivery.,
3927,sarbajit karmakar,12 October 2017,5.0 out of 5 stars,"  Hi all,you can't believe when you actually looking  to buy it.you stuck with issues like (payment decline by bank, product no more available,price is change at the of order processing).i wasted my 1-2 hour over this website.i can't believe  how this portal No 1 online product seller website in world.............",
3928,Amazon Customer,6 April 2017,5.0 out of 5 stars,  What about that winning iphone 7 quiz??,
3929,LOKESH CHOWDARY VASIREDDY,13 July 2017,5.0 out of 5 stars,"  Ugh..So horrible. What a bad mistake I made. No Headphone jack, slow read/write speed of 32 GB  variant. Should have gone for Galaxy S7 edge, V20 or something else.",
3930,Pankaj,11 October 2017,1.0 out of 5 stars,  super phone,
3931,gaurav s.,7 July 2017,5.0 out of 5 stars,  Battery is not good,
3932,vidya Bhushan Thakur,26 September 2017,1.0 out of 5 stars,  Not satisfied,
3933,Durgesh Mathur,16 August 2017,5.0 out of 5 stars,  Get Extra Discount On Iphone 7.Just Copy this amazon link  http://amzn.to/2kUk9GW  into your browser.I got my iphone 7 at a very great price from amazon through this link http://amzn.to/2kUk9GW,
3934,Amazon Customer,18 June 2017,5.0 out of 5 stars,"  NOTE:  This review is addressed to that class of people for whom Rs.60000-70000 smartphone is once in five years thing.Before you judge the rating which I have given and draw conclusions, I just want to let people who read this review realize that I am after technology with some innovation and out of the box concept as I never use a smartphone beyond 12 months.  In this process, I literally used every high-end smartphone that was launched after iPhone 3G (my first hold of a smartphone), be it xperia, blackberry, samsung, nexus, HTC, what not!Now, coming to the point of fake ratings.  I am a bit surprised to see so many negative reviews for an iPhone 7 on Amazon.  KINDLY SEE FLIPKART, without the product even launched on their site, there are 864 ratings and as much as 4.9 stars out of 5 and not a single review (I am enclosing a pic for your reference).  So, there is something which doesn't catch our eye.  But these are the lame tricks that get played when you go neck to neck in competition, it applies to either side.ABOUT APPLEUndoubtedly, I give huge credit to Apple for introducing smartphone concept and in the process they slowly killed the once mighty Blackberry.  Like Thomas Edison, credit goes to Apple for inventing such a masterpiece.  But we are still not using the same bulb which Edison has invented.  There are so many companies which are reinventing bulbs every year.  Apple followed it up for few years with some changes in iPhone to keep the customer base solid.  There is so much hype created over every Apple launch and in the process, the adversaries tried to copy the launch styles of Apple.  So, they clearly have the margin.  But, they are surely lagging behind in terms of innovation.  This year iPhone 7 is one that's a perfect example.COMING TO THE PHONEWatched the launch event so closely, like I always do every year.  I was using an iPhone 6 and was waiting for 7 (I have had an occasion to handle and experience both iPhone 7 and 7 plus even before they were launched in India).  And finally ended up with Galaxy S7 Edge for a reason (BEFORE COMMENTING, RE-READ WHAT I HAVE WRITTEN IN THE FIRST TWO PARAGRAPHS OF MY REVIEW).  I opted for S7 Edge for its curvy screen design with brilliant colours and the camera which beats the iPhone  The dual camera on iPhone 7 plus is not new to the world before its launch.  Secondly, they have their eyes set for the 10th Annniversary of iPhone in 2017 and are holding their cards till then.  Both iOS and Android have their own pros and cons.  This is the area which I am carefully and deliberately side lining and focusing on the phone.This year launch of iPhone 7 is only for those geeks, unlike me, who actually stick to iPhone for life and for whom the price tag is just a symbol to flaunt.  Honestly, as most of the Apple users agree, what matters is the design of the phone.  If i see a person standing about 5 feet away from me with an iPhone 7 (not plus) and me holding my iPhone 6, a third person will obviously think we are using the same phone (not talking about brand).  So, if I were to shell Rs.60000 for a phone which retains the same design crafted with precision for three straight years, I better buy a device which satisfies me with its looks and performs as closely as an iPhone but loses the battle.  And with Rs.20000 cheaper.  I put my chips in there.  Unless you have to run tasks which need some significant power like Games, it's not worth an upgrade or a first time buy.lI would request people to just think a bit before investing your hard earned money to go for iPhone 7.  Join the line in which I am standing for the ""revolutionary"" design of an iPhone 8 in 2017.  Because, that's when Apple is gonna show again to the world that they are masters of innovation.All the best!",
3935,nighil george,17 October 2017,2.0 out of 5 stars,"  I HAVE DIVIDED THIS REVIEW INTO PROS AND CONS SO ITS EASY FOR U TO MAKE DECISION . LETS START ''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''PROS:-Great performance-GPU can handle any graphic intensive games-Water resistance-Great reliability-Increased storage space-One of the best camera out in the market-Better audio quality-Better battery life-It does not explode (like the NOTE 7)'''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''CONS:-No headphone jack-Not much has changed in the design-Android rivals cheaper [one plus 3,nexus 6p etc]'''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''SPECIFICATIONS:-CAMERA: 12MP primary camera with optical image stabilisation, Quad-LED True Tone flash and Live Photos, 4K video recording at 30 fps and slow-motion video recording in 1080p at 120 fps, 7MP front facing FaceTime HD camera with Retina Flash-DISPLAY: 4.7-inch (diagonal) Retina HD 3D Touch capacitive touchscreen display and home button with 1334x750 resolution and wide colour, Splash, water and dust resistant-OS: iOS 10 and iCloud operating system-PROCESSOR: A10 Fusion chip with integrated M10 motion coprocessor,-RAM: 2GB RAM,-STORAGE: 32GB internal memory-BATTERY: Non-removable Li-Ion 1960 mAh battery (7.45 Wh) providing talktime up to 14 hours on 3G network'''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''WHATS IN THE BOX:-Iphone 7-EarPods with Lightning Connector,-Lightning to 3.5mm Headphone Jack Adapter,-Lightning to USB Cable,-USB Power Adapter'''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''FINAL VERDICT:IF YOU WANT TO USE YOUR PHONE FOR MORE THAN 3 YEARS WITHOUT ANY ISSUES THEN GO AHEAD AND BUY THIS PHONE.IT WORKS FLAWLESSLY WITHOUT ANY LAGS, STUTTERS etc. IF YOU WANT AN ANDROID PHONE THEN CHECK OUT GOOGLE PIXEL, ONE PLUS 3 [u can check my review on one plus 3] 3,etc..I HOPE YOU LIKED MY REVIEW AND THIS CLARIFIED ALL YOUR DOUBTS .IF THIS REVIEW HELPED YOU IN TAKING A RIGHT DECISION PLEASE CLICK THAT HELPFUL VOTE BUTTON.THANK YOU",
3936,Bharath Kumar,7 March 2019,5.0 out of 5 stars,  It's good but sometimes some phone calls are missing......,
3937,jaywant,29 October 2018,1.0 out of 5 stars,"  Sure, Apple's new iPhone 7 and iPhone7 Plus are amazing. They're fast. They have cool new cameras. They're available in a sleek jet black finish. And they're even water-resistant, so you can play Pokémon GO in the rain. But they're not perfect, so before you shell out $650 or more for a new phone, be sure to consider some of the things that aren't quite perfect about Apple's latest models.1) No headphone jack. We knew this was coming, but it still comes as something of a shock. The venerable headphone jack is gone. Apple is including both a set of earbuds that work with the iPhone 7's Lightning port, as well as a dongle that will let you connect your existing headphones to the phone, but the company really wants you to switch to wireless headphones, something that was emphasized repeatedly in the iPhone 7 launch event (and if you want to charge your phone while also wearing headphones, that's your only option). Which leads us to...2) AirPods aren't included. Apple's new wireless earbuds do look awesome. They'll work with Siri. And the Apple Watch. And automatically pair with all of your Apple devices over iCloud. But they're $159, and won't be available until late October. So, be sure not to lose that dongle before then.3) Dual-lens camera is only available in 7+. Apple boasts that the new dual-lens camera is the best on the market, and with a real zoom lens and the ability to do all sorts of slick depth-of-field tricks, it may indeed smoke all other smartphone cameras. Too bad it's only available in the iPhone 7+. If you opt for the smaller, less expensive iPhone 7, you still get a camera that beats the one in the iPhone 6, thanks to a better lens and image stabilization,  but it's not the best on the market, is it?4) It's going to get all scratched up. Cult of Mac points out that Apple has warned that that new, cool jet black paint job is more susceptible to ""fine micro-abrasions"" than other colors. Not that it really matters, since...5) You'll need to buy a new case. Sure, despite a new color, the iPhone 7 looks almost identical to the 6/6s models it replaces. But looks can be deceiving. While the dimensions of the iPhone 7 are indeed nearly identical to those of last year's models, its new cameras mean that the camera cutout on many older cases won't fit right. And instead of a headphone cutout at the bottom, you'll need a case with dual speaker cutouts for the iPhone 7's new stereo speakers. Bottom line: Be prepared to spluge on a new case to go with your new phone.6) It's not waterproof. You may see references to the iPhone 7 being waterproof, but it's not. Apple refers to it as being ""splash, water and dust resistant,"" and warns that its resistance level could ""decrease as a result of normal wear."" The company also warns that the phone's warranty doesn't cover liquid damage, so you may want to avoid any temptation to take your new iPhone into the shower with you.7) It's an iPhone. If you're a fan, that's great. But if you're one of the millions of Android owners out there (and globally, Android's market share is much bigger than that of Apple's iOS), it was just another opportunity to point out how much better your favorite platform is (not that Android phones don't have their share of problems).",
3938,ROHIT BHARGAVA,30 November 2017,1.0 out of 5 stars,  Awesome,
3939,Mohammed Sadiq,14 November 2017,4.0 out of 5 stars,  This is the best phone.if you are a business man or a photographer you can buy this iPhone.please press yes if this article is helpful!,
3940,Amazon Customer,19 June 2017,5.0 out of 5 stars,  Camera quality is good but not pretty much.,
3941,Amazon Customer,11 October 2017,5.0 out of 5 stars,  Iphone aur other phone me kya parak hai.,
3942,Amazon Customer,14 July 2017,4.0 out of 5 stars,  why only 6 moths warranty on inbox accessories?Apple aleays give one years????,
3943,Kunal Gupta,9 December 2018,5.0 out of 5 stars,"  Dear all ,Don't even think of buying this overpriced phone.It's not worth of 60k.Here are the issues am facing.Touch ID poor in response because every time you have to wake up the phone to acces through Touch IDPhone has freezing issues while receiving the calls.While surfing you can observe phone heating up.Am highly disappointed with the performance of this phone.So please don't spend too much",
3944,Aj Aman ,14 June 2017,5.0 out of 5 stars,  Does this iphone is 100% genuine and comes with original bill,
3945,Amazon Customer,10 November 2017,5.0 out of 5 stars,"  at this date iphone 7 32gb is available for 50k. i believe that this could be the best price to buy this phone; but is it worth spending 50k? within a month from now samsung s8 is going to be in market, according to the promotion videos and leaks s8 is going to be the best and most beautiful phone ever. surely s8 will be the best looking phone with a lot of features nd other cool stuffs which other brands don't offer. but then people will judge me based on an os platform, its ios or its apple nd all. i would like you to be aware that apple is also going to make huge changes this year as their 10th anniversary and according to leaks and rumors all over the Internet it will somewhat look like Samsung s8 with edge display. you can check on youtube for visual ideas. my recommendation is that keep your hard earned money 50k for upcoming releases, if u are apple fan then u can go for iphone edition or if u wouldn't mind going to android then s8 is going to be the best phone this year. for me 50k is a huge amount of money, if 50k is just your pocket money and u think you can save another 50k till sept. then only u can think of buying iphone7. Because after the release of new iphone edition (or iphone 8 whatever apple is going to name it) iphone 7 is going to loose its value to very much extent. if u will go to sell 7 32gb then the chances arw u wont get more than 30k, and next iphone is surely be going to start at a price of 70-80k. so think wisely and analyse your needs and spend your money. 50k is not earned with a blink of eye.",
3946,mathan,2 January 2018,3.0 out of 5 stars,  we indians are fools v wast money every time they release new iPhone don't buy because of the brand.there is no feature in iPhone 7 when compare to previous iPhone 6s.so don't updated wait for next year there is gotta be something special for 10th anniversary.,
3947,Naman g.,11 November 2017,5.0 out of 5 stars,"  Same design as iPhone 6 ,go for google pixel .",
3948,Bharath Kumar,7 March 2019,5.0 out of 5 stars,  Received empty box.,
3949,jaywant,29 October 2018,1.0 out of 5 stars,  phone is awesome but not more than google pixel,
3950,Himanshu,17 October 2017,4.0 out of 5 stars,  Nt great,
3951,Hardik Vegad,14 September 2017,5.0 out of 5 stars,  kay bakwas phone hai...No support for Fast Charging....  I was using moto X style.... Fells way better that this 65K cost wala phone....Regretting now...Regardsrajesh chavan,
3952,Prashant G.,4 August 2017,5.0 out of 5 stars,  Just OK OK same dual core,
3953,SHYAM,6 March 2018,5.0 out of 5 stars,  aavda badha bhav ma kai nathi aapta tame.,
3954,Himanshu,29 October 2017,5.0 out of 5 stars,  Those who want to purchase I phone please have a look atleast once on Lenevo vibe shot it's far better than iPhone 7 I have been using vibe shot for one year there is no complain in this itsa sexiest phone.,
3955,Anil saxena,28 May 2018,1.0 out of 5 stars,"  iphone 7 is not a good phone, samsung galaxy ace NXT is best phone in d world.I am currently using NXT..",
3956,kunal,31 August 2017,5.0 out of 5 stars,  Product not working. Carrier not getting detected at all. Please look into it.,
3957,Amit,14 November 2017,5.0 out of 5 stars,  I bought this 3-4 years back.. It was very good for the price at that time ~45k.. Today the price is 25k which I feel is too much.. If it were between 10-15k I would buy it again..,
3958,Amazon Customer,17 September 2017,4.0 out of 5 stars,"  Though this is an old product, it still works like a charm. Bought this for my mother, so that we could also use FaceTime and iMessage. It meets her requirement.She did have unlearning and learning curve, but she is back to her usual schedule in a month or so.Regular updates means she can have the latest security updates. So I don’t have to worry about security for her phone, unlike her last Andriod phone.Big plus point is that unnecessary apps don’t get installed easily. Saves me a lot of time cleaning her phone upPlus it’s a premium phone, comparatively...",
3959,Nagashayana,7 October 2017,4.0 out of 5 stars,  Defective Battery: It’s been 4 days since phone was delivered. it’s been 8 hours and the Phone hasn’t charged to 100% yet. Another IPhone 7 purchased few months ago charges perfectly in 2-3 hours.Amazon Support: The 7 Day Return/Replacement promise is a sham. Amazon doesn’t take any ownership and simply passes the buck option to Apple for redressal who in turn ask you to visit an authorised service centre where they will check to see if replacement can be done. For return Apple sends you back to Amazon. There is no option on Amazon to submit a complaint for refund. It’s a Catch 22 situation for me.,
3960,Bharath Kumar,7 March 2019,5.0 out of 5 stars,"  Pros: Excellent build quality, compact design (4.7 inch screen is very usable), good sound quality (clarity, loudness) for voice calls, IP67 rating (gives peace of mind), hardware which is very much capable in 2020Cons: Average screen (compared to OLED screens), average camera (compared to my Pixel 2xl), limited storage (32 gb in 2020 is on the lower side)Overall, it's a good phone in sub 24k price range. I am using it as my backup phone and it server the purpose.",
3961,jaywant,29 October 2018,1.0 out of 5 stars,"  This is my second iOS device. I already own a 10.5 ipad pro. I am buying this in 2019 just because i wanted a good quality sleek and small phone to carry everywhere. I’ve always been an Android user in terms of mobile phones.Pros:I am really happy with the build quality. It feels strong and sturdy. iOS is fantastic and no lag at all so far.Cons:The biggest problem is the battery life. Even if I don’t use it, the battery drains itself by 5-7% in 1 hour. Secondly iOS doesn’t provide freedom as Android. The most annoying issue with iOS is Very limited compatibility with true caller. I get 20-30 calls a day and most of those are SPAMS. In iPhone i can not identify those as there is no caller id. This is really annoying and the biggest reason I may switch back to Android soon.Apart from that, it’s costly in 2019 when other brands in Android provides. flagship grade features.",
3962,Ganesh,16 December 2017,3.0 out of 5 stars,  Don’t buy Apple products. If you receive defective product amazon will not return and ask you to visit Apple store even in this Corona time. It like playing with other life. This is worse service from online company.Worst iPhone experience.,
3963,sonu gupta,15 December 2017,5.0 out of 5 stars,"  Apple and Amazon are taking customers for a ride. Only talking (either by Whatsapp or carrier) and some videos on Whattsapp, we were getting 18 hours initially, now down to < 10 hours (within 12 days) .Apart from this, the phone is getting heating up rapidly. If the conversation is more than 30 mins, we cannot hold the phone - we have to use the earphones as mandatory.I am using 2nos iphone 6, and one iphone 4 is lying unused. Apart from this, I have 2 Ipads.My daughter purchased Redme Note 9 (in exchange of another Redme) Battery awesome, even with God knows how many Apps running together.  This phone was purchased the same day as Apple.Paying price of only trusting Apple Brand.",
3964,Subroto Ghosh,29 June 2017,1.0 out of 5 stars,  After using for 10 days I can say that no doubt this is a high end phone and it gives you a completely different experience with camera and in terms of user experience but please note that its battery seems dead always. You need to carry power bank to keep your phone working always.Pros:1. Interface is really good.2. Camera quality is too goodCons:1. Way too costly2. Battery issue ( Drains too fast)3. Heats up quickly if you play a gameOne Plus 7 is a way better choice at this price.,
3965,Praphul Nambiar,10 April 2017,5.0 out of 5 stars,"  At the reduced price points during the sale with cashback and instant discounts on offer, this phone is a no brainer to go for. Considering Apple's rather silly pricing of the 8/8+/X/XS/XR the iPhone 7 is still a very capable phone. Best part is the new home button (no more hardware failures) and with the latest versions of iOS it still remains fast and responsive.People will have to get used to the lack of a headphone jack but if paired with a good quality wireless headset, it is a non issue. Battery life does well too.Amazon's exchange process is easy and trouble free.",
3966,Ved Prakash,11 October 2017,5.0 out of 5 stars,"  iPhone is a great device, because of the tight integration of hardware and software. This is my second iPhone and I have purchased it on 2018 (2 yrs after release) because I think 40,000 is max I am willing to spend on this device.Ok, so I like Android too, I'm a owner of Nexus 6P too, so I know what pure Android feels like, but because security is better on iOS, I use iOS too.I'm writing this review after 5 days of use. Battery life is good. Specially on standby. Screen size is on sweet spot. 4.7 inch doesn't feel too small, not too large. (I prefer my 6P to consume multimedia content).Stereo speakers are good. Bass is great, and they are clear. Sound that come from this device is really good.32GB internal storage definitely going to feel less in some time but as I said I'm not going to use this for multimedia consumption, so I think it's ok.Camera is good. Low light is not as great as I'm used to be on my Google device, but still on proper lighting, it's better than 6P.Build quality is excellent. It's feel like a premium piece of metal. And this matte Black finish looks really cool. It's feel like I'm holding a Batman's phone or something.Features on iOS 12.1 are good too. Device is smooth and fast. Getting 60fps animations throughout the UI.I love both OS, so I like to carry both Android and iOS device.All an all, this is a great phone with fast SoC (A10 fusion) and well optimised hardware with software. If you will be able to buy it under 35000, you're making a correct decision. This device deserve 40K (currently) without any question.Hope this review will be helpful to you.",
3967,shivlal vekaria,4 March 2018,5.0 out of 5 stars,  I shall be highly obliged to inform you that apple iPhones 7 is a best option at 30k range.all letest  features & basic features are awesome but screen monitoring features & radiation of WiFi/Bluetooth are very poor quality. Battery performance is averaged. Mainly the apple iPhone 7 have volatile and non-volatile memory 😀,
